transaction_id,amfi_code,investor_id,transaction_type,amount,transaction_date,kyc_status
TXN546366,100042,INV7394,Lumpsum,88401.21,2023-04-22,Pending
TXN670306,100051,INV5211,Lumpsum,4347.81,2023-07-12,Unknown
TXN721605,100051,INV3722,Redemption,71274.24,2023-07-10,Pending
TXN935327,100056,INV3708,Redemption,12635.03,2023-11-01,Unknown
TXN350903,100027,INV2590,SIP,50915.88,2023-02-22,Pending
TXN756435,100065,INV3282,Lumpsum,2596.63,2023-01-12,Unknown
TXN260876,100085,INV5073,Lumpsum,60994.13,2023-09-25,Pending
TXN287452,100055,INV1739,Lumpsum,2178.62,2023-11-13,Rejected
TXN219180,100037,INV3571,SIP,61556.25,2023-12-26,Pending
TXN459485,100049,INV7004,Redemption,8810.83,2023-01-13,Rejected
TXN472585,100037,INV1135,SIP,10845.29,2023-04-11,Pending
TXN102099,100034,INV9728,SIP,26744.02,2023-11-08,Verified
TXN350098,100054,INV3083,SIP,47634.25,2023-02-14,Unknown
TXN797592,100046,INV2664,Lumpsum,89669.94,2023-08-27,Rejected
TXN846884,100065,INV4285,Redemption,11674.8,2023-10-02,Rejected
TXN954061,100086,INV2158,Redemption,87046.12,2023-08-26,Rejected
TXN143352,100033,INV7780,Lumpsum,33120.6,2023-06-11,Rejected
TXN657147,100088,INV4413,Lumpsum,87830.32,2023-06-26,Verified
TXN744249,100068,INV5135,Lumpsum,24856.51,2023-06-22,Verified
TXN444960,100028,INV6584,Lumpsum,522.42,2023-08-27,Rejected
TXN417203,100086,INV1017,SIP,53565.85,2023-09-11,Unknown
TXN858856,100059,INV1462,Lumpsum,31921.27,2023-07-16,Pending
TXN355984,100059,INV6081,Lumpsum,30336.18,2023-01-28,Rejected
TXN378297,100056,INV9789,Redemption,17531.81,2023-05-29,Verified
TXN527989,100061,INV9747,Lumpsum,57718.3,2023-05-03,Pending
TXN760469,100080,INV7408,Lumpsum,24257.44,2023-09-16,Rejected
TXN839247,100042,INV9680,SIP,16219.8,2023-01-20,Unknown
TXN895119,100027,INV5314,Redemption,25540.98,2023-04-06,Verified
TXN804365,100061,INV8677,Redemption,72806.27,2023-02-02,Rejected
TXN180684,100052,INV3600,Lumpsum,60436.25,2023-05-27,Unknown
TXN178903,100047,INV5932,Lumpsum,72258.24,2023-02-05,Verified
TXN397516,100051,INV5001,Lumpsum,7508.32,2023-11-13,Unknown
TXN526528,100088,INV9006,SIP,42687.24,2023-06-11,Rejected
TXN389845,100046,INV4271,Lumpsum,31858.26,2023-04-24,Pending
TXN149432,100064,INV7902,Lumpsum,45644.44,2023-07-30,Rejected
TXN830074,100080,INV5723,Redemption,96546.84,2023-09-03,Verified
TXN662628,100086,INV3398,SIP,67841.07,2023-05-05,Unknown
TXN329216,100059,INV2390,Lumpsum,91764.06,2023-07-10,Rejected
TXN253200,100049,INV4551,SIP,73946.27,2023-02-12,Verified
TXN398947,100068,INV9730,Redemption,85346.96,2023-12-30,Rejected
TXN601634,100082,INV8329,Redemption,26998.27,2023-03-25,Unknown
TXN723141,100046,INV3040,SIP,51936.26,2023-12-17,Verified
TXN930530,100034,INV2700,SIP,20380.43,2023-06-20,Rejected
TXN700431,100067,INV6644,SIP,85110.77,2023-04-09,Rejected
TXN850014,100058,INV6147,SIP,94641.01,2023-12-19,Pending
TXN722315,100077,INV2445,SIP,1675.62,2023-02-26,Unknown
TXN240242,100078,INV8921,Redemption,48423.0,2023-09-01,Rejected
TXN384406,100043,INV7494,Redemption,66746.9,2023-10-29,Rejected
TXN139024,100078,INV3580,Lumpsum,7929.84,2023-08-17,Unknown
TXN469277,100064,INV9148,SIP,78604.86,2023-06-30,Rejected
TXN366524,100079,INV3828,Redemption,92546.02,2023-08-21,Rejected
TXN804383,100032,INV6330,SIP,88780.76,2023-06-18,Rejected
TXN561449,100036,INV5791,Redemption,17082.36,2023-10-29,Unknown
TXN177319,100043,INV4519,Lumpsum,63984.64,2023-11-25,Rejected
TXN412806,100061,INV3889,Redemption,49327.39,2023-03-13,Rejected
TXN637709,100078,INV9644,SIP,71999.83,2023-09-15,Rejected
TXN207572,100065,INV8962,Lumpsum,25302.51,2023-07-24,Unknown
TXN682533,100027,INV8483,Redemption,22495.96,2023-11-16,Rejected
TXN796561,100086,INV4254,Lumpsum,32512.09,2023-05-23,Verified
TXN880970,100061,INV5277,Lumpsum,53340.03,2023-12-26,Unknown
TXN645231,100043,INV8559,SIP,17629.35,2023-11-20,Pending
TXN692043,100057,INV1399,SIP,70568.94,2023-03-29,Pending
TXN308517,100030,INV4621,SIP,56768.94,2023-05-13,Verified
TXN593359,100068,INV9025,Lumpsum,33258.18,2023-11-20,Unknown
TXN201124,100057,INV6923,SIP,83636.16,2023-08-23,Pending
TXN203602,100068,INV6468,SIP,33144.87,2023-11-07,Unknown
TXN872587,100034,INV7502,Redemption,88802.43,2023-09-09,Pending
TXN790101,100081,INV3862,Lumpsum,91822.28,2023-06-02,Pending
TXN215640,100044,INV1965,Redemption,73615.96,2023-01-15,Verified
TXN409280,100053,INV5098,Redemption,62332.56,2023-04-06,Verified
TXN953736,100055,INV8044,Lumpsum,76808.38,2023-11-07,Pending
TXN230327,100064,INV1468,Redemption,60440.07,2023-07-23,Unknown
TXN740105,100044,INV9045,Lumpsum,55936.16,2023-10-07,Verified
TXN356539,100055,INV9328,SIP,41252.72,2023-11-23,Pending
TXN394711,100030,INV1044,Redemption,8800.82,2023-12-12,Pending
TXN734634,100058,INV3054,Lumpsum,85396.1,2023-12-05,Rejected
TXN898167,100036,INV9395,Lumpsum,34519.22,2023-08-25,Rejected
TXN604178,100034,INV9747,SIP,66607.21,2023-05-13,Rejected
TXN331984,100027,INV6165,SIP,57485.89,2023-09-27,Rejected
TXN644775,100047,INV6664,SIP,2461.43,2023-05-30,Verified
TXN128817,100079,INV6892,SIP,44946.85,2023-03-26,Pending
TXN928712,100060,INV2707,Lumpsum,25933.42,2023-05-28,Rejected
TXN312307,100044,INV2971,Lumpsum,47725.38,2023-03-01,Unknown
TXN685798,100037,INV4496,SIP,5019.27,2023-01-02,Rejected
TXN684214,100041,INV1397,SIP,59222.14,2023-09-02,Unknown
TXN857844,100077,INV4060,SIP,27485.65,2023-10-11,Unknown
TXN360330,100086,INV3511,Lumpsum,79555.9,2023-11-01,Rejected
TXN796252,100058,INV3603,Redemption,98871.8,2023-02-09,Pending
TXN124492,100087,INV5207,SIP,92581.8,2023-01-01,Rejected
TXN179437,100067,INV8649,Redemption,11624.93,2023-06-02,Verified
TXN460914,100044,INV3099,Lumpsum,25157.06,2023-06-11,Unknown
TXN700317,100046,INV4161,Redemption,41973.21,2023-02-08,Verified
TXN252898,100058,INV6265,Redemption,28196.37,2023-02-27,Pending
TXN157374,100043,INV5724,Lumpsum,90594.65,2023-11-26,Unknown
TXN324677,100052,INV7469,Redemption,54150.04,2023-08-29,Verified
TXN171458,100031,INV7125,SIP,56073.02,2023-02-10,Unknown
TXN141426,100027,INV6036,Lumpsum,36561.12,2023-06-28,Verified
TXN129671,100077,INV8068,Redemption,82968.72,2023-09-05,Rejected
TXN473942,100043,INV9801,SIP,92847.61,2023-08-18,Rejected
TXN373725,100066,INV4401,SIP,38989.37,2023-08-05,Pending
TXN275113,100034,INV7520,Redemption,55674.54,2023-03-16,Pending
TXN121893,100033,INV8616,SIP,80787.76,2023-06-13,Unknown
TXN224295,100046,INV2591,Lumpsum,98126.03,2023-01-06,Unknown
TXN135636,100030,INV5396,SIP,81905.96,2023-10-30,Unknown
TXN922163,100055,INV8570,Lumpsum,3922.01,2023-08-20,Rejected
TXN745564,100088,INV4131,Redemption,7562.34,2023-01-11,Unknown
TXN552182,100049,INV6125,Redemption,31327.11,2023-03-27,Verified
TXN357910,100033,INV8595,SIP,8026.19,2023-12-31,Unknown
TXN651790,100064,INV7378,SIP,46390.65,2023-06-06,Pending
TXN276651,100038,INV5110,SIP,86563.44,2023-10-10,Unknown
TXN526052,100077,INV8117,SIP,4854.41,2023-11-14,Unknown
TXN595645,100061,INV8972,SIP,15013.2,2023-03-11,Unknown
TXN529455,100047,INV4000,SIP,84667.81,2023-04-03,Unknown
TXN838838,100078,INV9455,Lumpsum,24519.19,2023-12-10,Pending
TXN856369,100044,INV3183,Lumpsum,33520.28,2023-04-12,Rejected
TXN851075,100053,INV2724,Lumpsum,74290.9,2023-01-18,Pending
TXN336533,100058,INV4016,Redemption,45014.98,2023-08-06,Pending
TXN223910,100057,INV6720,Lumpsum,56913.97,2023-09-22,Unknown
TXN685489,100053,INV9177,Lumpsum,15599.98,2023-03-02,Rejected
TXN183310,100032,INV8401,Lumpsum,90002.3,2023-04-03,Rejected
TXN465176,100065,INV7949,SIP,80594.45,2023-05-09,Verified
TXN547766,100052,INV7197,Lumpsum,46681.09,2023-10-08,Rejected
TXN564924,100052,INV7200,Redemption,84386.08,2023-06-18,Verified
TXN393400,100061,INV8481,SIP,78114.0,2023-10-01,Rejected
TXN855381,100085,INV8814,Redemption,19411.49,2023-02-15,Unknown
TXN257456,100067,INV1483,Lumpsum,60422.78,2023-01-06,Verified
TXN818342,100058,INV7144,SIP,40602.15,2023-05-29,Unknown
TXN185983,100031,INV1844,Lumpsum,28591.3,2023-10-16,Unknown
TXN822592,100036,INV5527,Redemption,72423.06,2023-09-17,Verified
TXN713154,100044,INV6335,Lumpsum,14109.17,2023-05-23,Verified
TXN150813,100034,INV3934,Lumpsum,83282.21,2023-12-27,Pending
TXN887236,100027,INV3511,Lumpsum,53302.76,2023-10-22,Verified
TXN316906,100084,INV9478,Redemption,40036.01,2023-11-15,Pending
TXN375012,100079,INV9764,SIP,76085.25,2023-10-16,Rejected
TXN315991,100033,INV9401,Lumpsum,10835.24,2023-11-25,Unknown
TXN633717,100032,INV5313,Redemption,59968.81,2023-09-21,Unknown
TXN509847,100068,INV8007,Redemption,41812.79,2023-08-30,Rejected
TXN407149,100065,INV9323,SIP,79573.51,2023-10-25,Verified
TXN219009,100044,INV2381,SIP,9703.94,2023-10-18,Rejected
TXN292163,100064,INV1786,Redemption,26072.54,2023-04-03,Rejected
TXN942784,100043,INV8229,Redemption,49177.8,2023-08-24,Verified
TXN607644,100036,INV8610,SIP,60783.73,2023-01-07,Verified
TXN921612,100065,INV7216,Lumpsum,49930.87,2023-09-09,Verified
TXN520013,100079,INV2372,SIP,54140.22,2023-02-08,Pending
TXN744468,100057,INV4225,Redemption,77314.99,2023-05-24,Rejected
TXN293265,100038,INV6120,Lumpsum,10301.36,2023-08-02,Unknown
TXN135288,100044,INV1988,Lumpsum,35732.41,2023-08-15,Verified
TXN334900,100030,INV4970,Redemption,82677.62,2023-05-28,Rejected
TXN632492,100047,INV2413,Lumpsum,86025.44,2023-08-27,Pending
TXN321069,100032,INV8788,Redemption,40570.97,2023-03-17,Pending
TXN396010,100048,INV1605,Lumpsum,75651.74,2023-09-12,Pending
TXN255022,100049,INV6601,SIP,91062.67,2023-07-27,Pending
TXN861093,100084,INV5216,Lumpsum,71348.09,2023-11-09,Rejected
TXN159301,100031,INV1661,Redemption,90777.34,2023-12-03,Unknown
TXN205645,100032,INV8680,Redemption,90551.45,2023-07-09,Verified
TXN782379,100034,INV6883,SIP,77229.23,2023-07-28,Verified
TXN766847,100067,INV6299,Lumpsum,83149.1,2023-12-18,Verified
TXN862215,100047,INV1475,Redemption,40050.81,2023-02-19,Rejected
TXN854586,100032,INV5522,Redemption,53253.95,2023-08-25,Unknown
TXN594990,100053,INV3048,Lumpsum,71366.17,2023-06-02,Pending
TXN236042,100031,INV3946,SIP,1299.98,2023-03-01,Rejected
TXN937392,100029,INV4265,Redemption,11405.47,2023-06-26,Verified
TXN330277,100057,INV3854,Lumpsum,34228.01,2023-03-17,Verified
TXN920514,100081,INV4585,Redemption,58614.55,2023-06-04,Rejected
TXN873071,100088,INV8594,Redemption,35337.94,2023-10-21,Pending
TXN305161,100086,INV5858,Lumpsum,88324.9,2023-10-12,Verified
TXN644731,100085,INV4037,SIP,71868.31,2023-12-12,Pending
TXN977508,100052,INV6892,Redemption,95252.07,2023-06-25,Rejected
TXN875812,100069,INV4882,Redemption,1053.9,2023-11-24,Unknown
TXN890032,100035,INV3647,SIP,8300.67,2023-03-17,Pending
TXN888514,100069,INV4640,SIP,29188.32,2023-10-02,Unknown
TXN569360,100066,INV6714,SIP,89787.3,2023-12-11,Rejected
TXN581926,100049,INV7237,Redemption,25509.99,2023-01-13,Unknown
TXN560730,100054,INV3471,Redemption,47753.86,2023-01-30,Unknown
TXN955837,100068,INV4852,Redemption,34490.09,2023-07-18,Pending
TXN460384,100030,INV7193,SIP,33805.57,2023-12-04,Verified
TXN290355,100035,INV8178,Redemption,7659.79,2023-10-08,Rejected
TXN404471,100047,INV8132,SIP,44175.31,2023-08-18,Rejected
TXN149582,100061,INV2557,SIP,88301.25,2023-12-11,Unknown
TXN907209,100035,INV7434,SIP,11240.7,2023-06-02,Rejected
TXN468664,100079,INV5562,Lumpsum,70113.7,2023-12-05,Pending
TXN868946,100048,INV8862,SIP,86667.14,2023-11-09,Rejected
TXN877955,100055,INV6621,Lumpsum,98831.76,2023-02-04,Unknown
TXN717472,100033,INV7101,SIP,80242.98,2023-05-02,Rejected
TXN550903,100066,INV4531,SIP,13718.07,2023-03-16,Pending
TXN809933,100032,INV5295,Lumpsum,38347.8,2023-12-16,Pending
TXN966779,100067,INV3540,SIP,43366.64,2023-11-01,Unknown
TXN912688,100056,INV7334,SIP,56941.82,2023-02-08,Rejected
TXN767285,100033,INV3229,SIP,28331.27,2023-06-18,Verified
TXN436787,100030,INV6555,Lumpsum,94302.12,2023-07-28,Verified
TXN959441,100028,INV4912,Redemption,78776.8,2023-12-08,Unknown
TXN699992,100080,INV4004,Lumpsum,85099.26,2023-03-22,Verified
TXN350089,100030,INV7589,SIP,70029.97,2023-03-01,Pending
TXN473088,100088,INV4268,Lumpsum,39541.91,2023-01-16,Unknown
TXN646734,100035,INV5177,Redemption,96378.25,2023-02-20,Unknown
TXN881970,100081,INV2753,Redemption,93117.55,2023-06-11,Pending
TXN434960,100035,INV8821,SIP,9070.54,2023-03-15,Pending
TXN359571,100079,INV3508,SIP,17434.02,2023-03-24,Pending
TXN903694,100051,INV2066,Lumpsum,75790.35,2023-08-12,Unknown
TXN285904,100031,INV4885,SIP,74267.2,2023-02-24,Pending
TXN821323,100080,INV1892,Lumpsum,54137.35,2023-11-25,Rejected
TXN384203,100088,INV7336,Lumpsum,28262.27,2023-07-24,Unknown
TXN864951,100054,INV6576,Redemption,59927.65,2023-04-23,Pending
TXN535458,100079,INV3540,Lumpsum,46391.69,2023-03-26,Rejected
TXN141327,100056,INV7936,Lumpsum,3385.55,2023-01-15,Rejected
TXN941374,100030,INV3875,Redemption,50093.96,2023-07-25,Rejected
TXN259560,100059,INV3931,SIP,83264.47,2023-05-27,Pending
TXN704697,100067,INV7950,SIP,31117.42,2023-05-21,Unknown
TXN951717,100042,INV1138,Lumpsum,45141.0,2023-11-01,Pending
TXN586486,100032,INV8237,Redemption,57964.93,2023-10-09,Verified
TXN953091,100041,INV9713,Redemption,87423.5,2023-08-14,Pending
TXN172902,100068,INV6664,SIP,98645.24,2023-04-13,Rejected
TXN828414,100035,INV5844,Lumpsum,74037.91,2023-12-23,Unknown
TXN219605,100052,INV6703,Lumpsum,77100.29,2023-07-04,Rejected
TXN589900,100058,INV8460,Redemption,78192.28,2023-06-25,Rejected
TXN229629,100030,INV9480,Lumpsum,46599.7,2023-02-15,Pending
TXN674945,100043,INV5204,Redemption,27179.26,2023-02-26,Verified
TXN696775,100079,INV2512,Redemption,95849.57,2023-08-11,Pending
TXN580101,100049,INV4684,SIP,86749.34,2023-12-19,Rejected
TXN213280,100068,INV1830,SIP,21657.16,2023-05-22,Verified
TXN225418,100035,INV6796,SIP,87555.47,2023-01-05,Rejected
TXN448696,100048,INV5981,Redemption,11748.97,2023-07-22,Rejected
TXN239262,100044,INV2141,Redemption,41156.16,2023-06-07,Pending
TXN684228,100084,INV7773,Redemption,58746.03,2023-02-03,Rejected
TXN438549,100082,INV1503,Redemption,81189.66,2023-06-21,Pending
TXN573778,100041,INV4578,Lumpsum,81350.63,2023-05-14,Unknown
TXN238768,100064,INV7408,Lumpsum,60851.88,2023-06-18,Pending
TXN725258,100043,INV9938,Lumpsum,18493.84,2023-12-03,Pending
TXN985771,100029,INV2979,Redemption,16231.51,2023-04-08,Unknown
TXN793171,100064,INV8446,Lumpsum,25574.43,2023-06-26,Unknown
TXN290276,100031,INV8158,Redemption,53549.4,2023-12-07,Unknown
TXN563353,100060,INV2376,SIP,85496.35,2023-11-06,Verified
TXN420726,100087,INV8588,SIP,26488.88,2023-02-03,Pending
TXN899376,100088,INV4807,Redemption,6081.0,2023-06-12,Verified
TXN455833,100057,INV8195,Redemption,2507.16,2023-09-02,Unknown
TXN271586,100042,INV8125,SIP,33444.94,2023-07-23,Verified
TXN510857,100031,INV5062,SIP,39298.69,2023-06-03,Verified
TXN911754,100043,INV1154,Redemption,1270.03,2023-02-09,Verified
TXN743606,100079,INV6043,Redemption,53109.07,2023-02-09,Verified
TXN256796,100044,INV8297,Lumpsum,72990.96,2023-06-17,Verified
TXN336254,100062,INV6031,SIP,42710.22,2023-10-11,Rejected
TXN321310,100077,INV2750,Lumpsum,48335.21,2023-12-30,Verified
TXN111114,100036,INV3731,Redemption,79166.52,2023-08-02,Rejected
TXN140012,100046,INV1729,Redemption,41054.85,2023-10-15,Rejected
TXN573124,100030,INV9437,SIP,86471.53,2023-07-15,Unknown
TXN261644,100051,INV6006,SIP,25630.0,2023-02-08,Verified
TXN365551,100081,INV3496,Redemption,3221.13,2023-01-26,Unknown
TXN642234,100063,INV8463,SIP,34377.14,2023-02-19,Pending
TXN407999,100077,INV7103,Lumpsum,86028.19,2023-09-13,Unknown
TXN596662,100031,INV5356,SIP,31344.0,2023-06-02,Verified
TXN695799,100062,INV1859,SIP,46608.43,2023-07-07,Unknown
TXN423376,100087,INV5680,Lumpsum,87850.26,2023-04-29,Verified
TXN348405,100047,INV3682,SIP,12844.95,2023-08-03,Unknown
TXN937591,100048,INV8390,SIP,40014.5,2023-07-30,Pending
TXN344771,100065,INV3897,Redemption,27421.4,2023-09-18,Verified
TXN724877,100085,INV1302,SIP,16249.44,2023-10-23,Pending
TXN459722,100085,INV2530,Lumpsum,72993.75,2023-12-26,Unknown
TXN195384,100033,INV8421,Redemption,28560.93,2023-01-25,Rejected
TXN688069,100044,INV7435,Lumpsum,20749.32,2023-09-04,Pending
TXN239000,100082,INV5701,Redemption,47626.95,2023-08-23,Unknown
TXN807559,100067,INV1170,SIP,95555.18,2023-08-28,Verified
TXN235058,100054,INV7324,Redemption,67758.58,2023-05-27,Pending
TXN485505,100037,INV8889,SIP,4019.06,2023-03-28,Verified
TXN141469,100063,INV5956,Lumpsum,35475.58,2023-06-03,Verified
TXN404749,100057,INV1709,Redemption,71883.97,2023-09-16,Rejected
TXN353361,100043,INV7998,Redemption,19808.26,2023-11-09,Unknown
TXN949783,100078,INV1201,Lumpsum,73494.15,2023-05-25,Rejected
TXN194808,100047,INV6757,Redemption,98624.65,2023-03-23,Rejected
TXN855867,100080,INV2984,SIP,94500.41,2023-06-11,Unknown
TXN532921,100086,INV8347,Lumpsum,87014.36,2023-04-02,Verified
TXN441578,100085,INV6027,Lumpsum,12753.01,2023-04-15,Unknown
TXN902024,100035,INV6652,SIP,50637.81,2023-09-12,Verified
TXN637090,100044,INV3049,Redemption,57611.16,2023-09-01,Rejected
TXN854430,100085,INV7585,Redemption,61341.86,2023-11-11,Unknown
TXN514248,100087,INV9123,SIP,23457.74,2023-05-27,Rejected
TXN485229,100078,INV5910,Lumpsum,50537.77,2023-09-08,Unknown
TXN651284,100062,INV8486,SIP,75682.51,2023-07-08,Pending
TXN564408,100080,INV3191,SIP,21954.15,2023-10-30,Rejected
TXN626318,100085,INV7164,SIP,73802.24,2023-06-11,Unknown
TXN938177,100031,INV4990,Redemption,35006.67,2023-02-11,Unknown
TXN316756,100078,INV9006,Lumpsum,12417.21,2023-11-05,Verified
TXN475184,100028,INV5351,Redemption,71830.64,2023-05-05,Unknown
TXN419372,100062,INV2399,Lumpsum,58826.52,2023-06-21,Rejected
TXN128221,100082,INV8892,Lumpsum,12670.2,2023-08-07,Unknown
TXN596933,100043,INV3040,Lumpsum,48683.93,2023-02-25,Verified
TXN192607,100056,INV8500,Lumpsum,88337.27,2023-07-24,Unknown
TXN995775,100031,INV9313,Lumpsum,48816.42,2023-12-28,Pending
TXN120529,100078,INV7157,Redemption,84659.99,2023-04-19,Rejected
TXN268380,100065,INV9252,SIP,61816.4,2023-12-18,Verified
TXN962411,100052,INV8190,Redemption,63118.13,2023-12-11,Rejected
TXN406997,100069,INV8233,Redemption,97742.63,2023-04-23,Verified
TXN757871,100046,INV4388,Redemption,27608.06,2023-04-03,Unknown
TXN615955,100057,INV9702,Redemption,79841.13,2023-10-10,Pending
TXN620930,100081,INV7266,Redemption,97682.11,2023-03-01,Rejected
TXN759125,100062,INV5284,SIP,57007.56,2023-06-15,Unknown
TXN703714,100047,INV7098,Lumpsum,22357.83,2023-08-24,Pending
TXN999748,100086,INV6371,Redemption,29990.78,2023-06-24,Unknown
TXN891674,100086,INV9182,Lumpsum,906.43,2023-09-13,Unknown
TXN796715,100042,INV5294,SIP,9137.14,2023-10-18,Pending
TXN103918,100037,INV7109,Lumpsum,36845.7,2023-02-10,Pending
TXN845873,100054,INV7316,SIP,60399.6,2023-02-26,Unknown
TXN133155,100041,INV3879,SIP,76042.17,2023-01-26,Pending
TXN520830,100038,INV6682,SIP,16101.0,2023-03-24,Unknown
TXN561293,100065,INV8527,Lumpsum,44473.15,2023-05-18,Rejected
TXN598339,100088,INV4416,SIP,45846.02,2023-09-30,Pending
TXN305929,100069,INV8587,Redemption,11291.28,2023-03-16,Pending
TXN819497,100041,INV4070,Lumpsum,22083.26,2023-01-19,Unknown
TXN746798,100048,INV3717,Redemption,49904.04,2023-07-03,Pending
TXN883061,100038,INV1181,Redemption,55811.89,2023-07-22,Unknown
TXN931040,100031,INV9681,Redemption,42381.87,2023-01-27,Pending
TXN818953,100053,INV2730,SIP,90909.76,2023-04-24,Pending
TXN925689,100085,INV4092,SIP,22655.82,2023-06-01,Unknown
TXN937504,100084,INV2783,Lumpsum,10399.65,2023-04-06,Rejected
TXN797331,100084,INV7851,Lumpsum,58882.07,2023-12-27,Pending
TXN793865,100031,INV7446,Lumpsum,80597.57,2023-10-28,Verified
TXN379956,100062,INV9113,Redemption,91958.42,2023-11-23,Rejected
TXN529229,100084,INV1681,SIP,16343.65,2023-11-16,Rejected
TXN804182,100081,INV3326,Redemption,17050.27,2023-08-27,Unknown
TXN220376,100060,INV2460,Redemption,76293.25,2023-08-17,Rejected
TXN216536,100077,INV9593,Redemption,57231.95,2023-03-31,Rejected
TXN520139,100051,INV6821,SIP,8863.88,2023-09-30,Verified
TXN540786,100030,INV6225,Lumpsum,66171.26,2023-12-05,Pending
TXN518714,100042,INV8455,Redemption,55769.08,2023-11-17,Pending
TXN189451,100066,INV4716,SIP,57982.53,2023-11-26,Pending
TXN859365,100028,INV2554,SIP,62222.5,2023-07-20,Pending
TXN533132,100067,INV7144,Redemption,57108.92,2023-09-20,Rejected
TXN587578,100027,INV9338,Redemption,81142.63,2023-01-05,Unknown
TXN807302,100081,INV8787,Lumpsum,10358.9,2023-04-19,Rejected
TXN790399,100031,INV3835,Lumpsum,43300.89,2023-01-14,Rejected
TXN870942,100069,INV6716,Lumpsum,71637.41,2023-10-09,Rejected
TXN767085,100060,INV9664,Redemption,67950.72,2023-02-04,Unknown
TXN661015,100054,INV1869,Redemption,94483.35,2023-05-19,Verified
TXN322377,100086,INV8621,SIP,21732.66,2023-11-03,Pending
TXN197027,100034,INV4430,SIP,66331.67,2023-01-11,Rejected
TXN232408,100029,INV8418,SIP,7797.85,2023-12-14,Pending
TXN623834,100031,INV6960,Redemption,33300.38,2023-10-24,Unknown
TXN388231,100056,INV1153,Redemption,22299.29,2023-07-20,Unknown
TXN989331,100028,INV8196,Redemption,77906.11,2023-04-26,Unknown
TXN854208,100080,INV9146,SIP,4542.37,2023-12-17,Verified
TXN797370,100061,INV7784,Lumpsum,22258.71,2023-02-09,Verified
TXN295345,100064,INV6092,Lumpsum,94804.7,2023-11-02,Pending
TXN506515,100077,INV7775,SIP,5673.67,2023-01-31,Unknown
TXN361098,100069,INV6375,Redemption,19859.55,2023-10-14,Rejected
TXN500717,100048,INV2710,Lumpsum,44853.66,2023-02-17,Verified
TXN198416,100067,INV2154,Redemption,85288.49,2023-05-22,Verified
TXN848199,100041,INV4870,SIP,51164.47,2023-09-19,Verified
TXN795380,100052,INV9824,Redemption,64418.82,2023-08-03,Unknown
TXN119095,100062,INV6772,Redemption,58376.52,2023-04-24,Pending
TXN250691,100069,INV5648,Lumpsum,62422.92,2023-10-26,Verified
TXN343554,100084,INV1776,Redemption,57680.78,2023-10-12,Pending
TXN434381,100041,INV6178,Redemption,29331.51,2023-06-24,Pending
TXN397377,100085,INV8494,SIP,19980.84,2023-08-10,Pending
TXN157540,100079,INV4336,Lumpsum,76553.79,2023-10-18,Unknown
TXN664943,100049,INV7726,Redemption,45790.38,2023-08-19,Verified
TXN604936,100028,INV6715,Lumpsum,88102.16,2023-03-24,Rejected
TXN257423,100057,INV4635,Lumpsum,18217.76,2023-05-15,Verified
TXN370492,100041,INV9790,SIP,39464.69,2023-09-24,Unknown
TXN794097,100051,INV6889,SIP,99545.17,2023-10-03,Pending
TXN731219,100084,INV4443,Lumpsum,25866.1,2023-11-20,Rejected
TXN499707,100055,INV5369,Lumpsum,3122.07,2023-07-18,Pending
TXN546386,100032,INV8853,SIP,33719.75,2023-02-06,Pending
TXN510093,100067,INV8599,Lumpsum,97358.13,2023-06-17,Rejected
TXN833827,100031,INV6166,SIP,72286.92,2023-10-24,Pending
TXN148610,100085,INV3404,Redemption,87109.31,2023-09-17,Unknown
TXN341915,100046,INV9810,Redemption,57487.15,2023-10-29,Pending
TXN465502,100055,INV9382,Lumpsum,80891.68,2023-06-18,Unknown
TXN652369,100044,INV9451,Lumpsum,67244.44,2023-10-07,Unknown
TXN316211,100057,INV8433,Redemption,15529.7,2023-12-09,Pending
TXN915057,100088,INV2463,Lumpsum,83372.94,2023-10-18,Rejected
TXN127777,100057,INV9544,SIP,50623.96,2023-04-04,Rejected
TXN232593,100054,INV9000,SIP,9331.84,2023-07-13,Pending
TXN747723,100061,INV5125,SIP,86169.5,2023-06-19,Verified
TXN107490,100058,INV4675,Lumpsum,57346.09,2023-09-29,Unknown
TXN230123,100048,INV1493,Redemption,13369.89,2023-04-11,Unknown
TXN134870,100058,INV3164,SIP,51016.2,2023-12-30,Pending
TXN471296,100064,INV1595,Redemption,89738.15,2023-11-13,Verified
TXN664373,100077,INV5918,Redemption,39182.45,2023-09-01,Verified
TXN111196,100085,INV3922,Lumpsum,91402.27,2023-05-02,Rejected
TXN421863,100053,INV8510,Redemption,43579.83,2023-06-03,Verified
TXN773516,100061,INV2939,Redemption,29132.7,2023-09-04,Verified
TXN698181,100044,INV1212,SIP,7905.28,2023-11-16,Rejected
TXN838430,100085,INV3999,SIP,76068.98,2023-08-02,Unknown
TXN565333,100037,INV4485,SIP,47714.85,2023-12-30,Pending
TXN207876,100055,INV4445,Redemption,43388.24,2023-09-10,Verified
TXN290333,100027,INV8845,Lumpsum,58616.59,2023-09-12,Pending
TXN413220,100059,INV7914,Redemption,92011.57,2023-08-23,Verified
TXN616769,100059,INV2886,Lumpsum,20850.96,2023-03-12,Unknown
TXN297472,100043,INV2964,Redemption,78327.8,2023-08-10,Unknown
TXN831969,100049,INV5643,SIP,65791.26,2023-01-28,Verified
