transaction_id,amfi_code,investor_id,transaction_type,amount,transaction_date,kyc_status,state
TXN672910,100067,INV1550,SIP,90627.6,14/12/2023,Verified,Delhi
TXN679800,100041,INV2178,LUMP,34346.39,10/02/2023,Verified,Tamil Nadu
TXN206580,100033,INV7467,Red,32836.76,18/08/2023,Rejected,Karnataka
TXN553124,100062,INV7549,Redemption,56308.92,14/10/2023,Verified,Gujarat
TXN853929,100036,INV9666,Lumpsum,40588.48,16/08/2023,Pending,Delhi
TXN625461,100037,INV8930,Red,81442.09,29/04/2023,Verified,Gujarat
TXN907627,100087,INV9368,LUMP,5676.93,20/12/2023,,Tamil Nadu
TXN890987,100086,INV7277,Redemption,55927.61,01/01/2023,Pending,Karnataka
TXN690288,100068,INV4256,Lumpsum,56713.42,30/03/2023,Verified,Tamil Nadu
TXN192570,100031,INV5182,Redemption,62869.39,05/11/2023,,Tamil Nadu
TXN266407,100055,INV3580,sip,35955.33,10/03/2023,Verified,Tamil Nadu
TXN692889,100034,INV5705,LUMP,74903.11,21/01/2023,Rejected,Maharashtra
TXN255033,100055,INV1772,Red,16194.63,24/08/2023,,Karnataka
TXN715062,100033,INV9980,sip,70508.0,21/09/2023,Pending,Tamil Nadu
TXN429360,100051,INV1699,LUMP,54923.56,08/03/2023,Pending,Maharashtra
TXN971994,100064,INV1190,Red,4198.15,28/12/2023,Verified,Delhi
TXN425491,100048,INV5415,Lumpsum,65439.89,26/08/2023,Verified,Karnataka
TXN473861,100056,INV1406,Red,88615.05,10/12/2023,Verified,Delhi
TXN385039,100079,INV6856,sip,63813.75,24/11/2023,Verified,Gujarat
TXN863495,100067,INV1087,Redemption,60451.44,08/08/2023,Rejected,Karnataka
TXN597167,100046,INV3563,Lumpsum,93151.36,29/08/2023,,Gujarat
TXN274790,100043,INV5244,Lumpsum,96207.32,08/02/2023,Verified,Karnataka
TXN357207,100081,INV2155,Redemption,82233.6,21/05/2023,Verified,Delhi
TXN252198,100069,INV5373,Red,53670.69,12/05/2023,Verified,Delhi
TXN871141,100059,INV3551,SIP,44319.21,27/04/2023,,Gujarat
TXN358754,100030,INV8974,Red,2492.55,21/05/2023,Verified,Karnataka
TXN779975,100049,INV3921,Red,51077.26,09/02/2023,,Karnataka
TXN702741,100055,INV3074,SIP,93569.65,04/12/2023,Rejected,Maharashtra
TXN655229,100033,INV2291,Lumpsum,25046.89,23/08/2023,Rejected,Delhi
TXN389137,100064,INV4294,SIP,73778.57,06/04/2023,Verified,Tamil Nadu
TXN339924,100066,INV7780,LUMP,376.11,28/05/2023,Verified,Tamil Nadu
TXN543076,100048,INV4492,Red,34782.73,17/11/2023,Pending,Delhi
TXN783783,100065,INV1912,LUMP,34188.64,07/10/2023,Verified,Tamil Nadu
TXN820859,100047,INV7921,Redemption,57783.58,04/01/2023,Verified,Delhi
TXN403901,100035,INV7656,Lumpsum,55399.21,20/02/2023,Pending,Delhi
TXN757538,100062,INV8582,LUMP,-4120.11,27/08/2023,Verified,Maharashtra
TXN654092,100044,INV8602,Red,91599.7,25/01/2023,Verified,Tamil Nadu
TXN864735,100042,INV1975,SIP,28703.71,09/10/2023,Verified,Tamil Nadu
TXN189857,100064,INV9660,LUMP,88108.8,14/01/2023,Rejected,Delhi
TXN585623,100079,INV5701,sip,19808.41,18/07/2023,,Maharashtra
TXN865396,100066,INV6284,Redemption,64523.74,19/07/2023,Pending,Karnataka
TXN512999,100034,INV4083,Red,28499.18,15/02/2023,Rejected,Delhi
TXN600901,100069,INV3312,SIP,88450.45,07/10/2023,Pending,Karnataka
TXN679829,100084,INV6294,Red,60416.5,14/01/2023,Verified,Tamil Nadu
TXN120004,100027,INV6795,sip,61244.95,24/06/2023,,Karnataka
TXN423314,100065,INV8446,Redemption,42193.44,09/12/2023,Verified,Karnataka
TXN570511,100041,INV9345,sip,66367.09,23/10/2023,,Delhi
TXN249638,100031,INV4031,SIP,58494.82,03/08/2023,Rejected,Karnataka
TXN501267,100086,INV9703,Lumpsum,20227.21,08/09/2023,Verified,Tamil Nadu
TXN897724,100077,INV3024,SIP,9572.68,28/10/2023,,Delhi
TXN924165,100079,INV6086,sip,18780.61,19/07/2023,Rejected,Maharashtra
TXN308989,100060,INV7422,sip,30524.32,08/01/2023,Pending,Tamil Nadu
TXN165351,100032,INV9496,Red,83486.74,19/01/2023,Rejected,Maharashtra
TXN911519,100030,INV7188,Lumpsum,74748.69,14/07/2023,Pending,Delhi
TXN326734,100052,INV7932,SIP,28937.76,29/06/2023,Rejected,Gujarat
TXN996132,100079,INV5031,sip,64836.57,18/07/2023,Pending,Maharashtra
TXN749094,100061,INV9825,Lumpsum,65330.89,22/09/2023,,Delhi
TXN609655,100068,INV1533,Lumpsum,16704.18,23/02/2023,Pending,Gujarat
TXN664581,100080,INV9349,Redemption,50537.44,19/07/2023,,Gujarat
TXN512146,100035,INV1769,Lumpsum,34831.66,13/02/2023,Verified,Karnataka
TXN196657,100087,INV9618,Lumpsum,82292.38,05/04/2023,Pending,Tamil Nadu
TXN907825,100084,INV3693,SIP,6811.7,13/08/2023,Pending,Maharashtra
TXN447768,100066,INV7284,Red,44444.77,07/02/2023,Pending,Karnataka
TXN413320,100043,INV7169,SIP,69311.96,12/01/2023,Pending,Delhi
TXN688435,100044,INV9075,Redemption,67813.54,26/08/2023,Rejected,Maharashtra
TXN462841,100080,INV8237,LUMP,89753.85,31/01/2023,,Tamil Nadu
TXN354416,100080,INV7178,sip,-568.35,30/09/2023,Pending,Tamil Nadu
TXN476232,100029,INV7262,SIP,78868.39,03/06/2023,,Tamil Nadu
TXN205939,100067,INV7048,sip,33829.99,04/09/2023,Rejected,Delhi
TXN546366,100042,INV7394,LUMP,88401.21,22/04/2023,Pending,Gujarat
TXN670306,100051,INV5211,Lumpsum,4347.81,12/07/2023,,Delhi
TXN721605,100051,INV3722,Redemption,71274.24,10/07/2023,Pending,Gujarat
TXN935327,100056,INV3708,Redemption,12635.03,01/11/2023,,Tamil Nadu
TXN350903,100027,INV2590,sip,50915.88,22/02/2023,Pending,Tamil Nadu
TXN756435,100065,INV3282,Lumpsum,2596.63,12/01/2023,,Gujarat
TXN260876,100085,INV5073,LUMP,60994.13,25/09/2023,Pending,Delhi
TXN287452,100055,INV1739,LUMP,2178.62,13/11/2023,Rejected,Tamil Nadu
TXN219180,100037,INV3571,sip,61556.25,26/12/2023,Pending,Tamil Nadu
TXN459485,100049,INV7004,Redemption,8810.83,13/01/2023,Rejected,Delhi
TXN472585,100037,INV1135,sip,10845.29,11/04/2023,Pending,Karnataka
TXN102099,100034,INV9728,sip,26744.02,08/11/2023,Verified,Gujarat
TXN350098,100054,INV3083,sip,47634.25,14/02/2023,,Tamil Nadu
TXN797592,100046,INV2664,Lumpsum,89669.94,27/08/2023,Rejected,Maharashtra
TXN846884,100065,INV4285,Red,11674.8,02/10/2023,Rejected,Gujarat
TXN954061,100086,INV2158,Redemption,87046.12,26/08/2023,Rejected,Delhi
TXN143352,100033,INV7780,LUMP,33120.6,11/06/2023,Rejected,Tamil Nadu
TXN657147,100088,INV4413,Lumpsum,87830.32,26/06/2023,Verified,Karnataka
TXN744249,100068,INV5135,Lumpsum,24856.51,22/06/2023,Verified,Maharashtra
TXN444960,100028,INV6584,LUMP,522.42,27/08/2023,Rejected,Tamil Nadu
TXN417203,100086,INV1017,SIP,53565.85,11/09/2023,,Delhi
TXN858856,100059,INV1462,Lumpsum,31921.27,16/07/2023,Pending,Gujarat
TXN355984,100059,INV6081,LUMP,30336.18,28/01/2023,Rejected,Karnataka
TXN378297,100056,INV9789,Redemption,17531.81,29/05/2023,Verified,Gujarat
TXN527989,100061,INV9747,Lumpsum,57718.3,03/05/2023,Pending,Maharashtra
TXN760469,100080,INV7408,Lumpsum,24257.44,16/09/2023,Rejected,Tamil Nadu
TXN839247,100042,INV9680,SIP,16219.8,20/01/2023,,Karnataka
TXN895119,100027,INV5314,Red,25540.98,06/04/2023,Verified,Tamil Nadu
TXN804365,100061,INV8677,Redemption,72806.27,02/02/2023,Rejected,Delhi
TXN180684,100052,INV3600,Lumpsum,60436.25,27/05/2023,,Tamil Nadu
TXN178903,100047,INV5932,LUMP,72258.24,05/02/2023,Verified,Delhi
TXN397516,100051,INV5001,Lumpsum,7508.32,13/11/2023,,Tamil Nadu
TXN526528,100088,INV9006,sip,42687.24,11/06/2023,Rejected,Tamil Nadu
TXN389845,100046,INV4271,Lumpsum,31858.26,24/04/2023,Pending,Karnataka
TXN149432,100064,INV7902,LUMP,45644.44,30/07/2023,Rejected,Tamil Nadu
TXN830074,100080,INV5723,Red,96546.84,03/09/2023,Verified,Delhi
TXN662628,100086,INV3398,sip,67841.07,05/05/2023,,Tamil Nadu
TXN329216,100059,INV2390,LUMP,91764.06,10/07/2023,Rejected,Maharashtra
TXN253200,100049,INV4551,SIP,73946.27,12/02/2023,Verified,Maharashtra
TXN398947,100068,INV9730,Red,85346.96,30/12/2023,Rejected,Gujarat
TXN601634,100082,INV8329,Red,26998.27,25/03/2023,,Tamil Nadu
TXN723141,100046,INV3040,sip,51936.26,17/12/2023,Verified,Karnataka
TXN930530,100034,INV2700,SIP,20380.43,20/06/2023,Rejected,Maharashtra
TXN700431,100067,INV6644,SIP,85110.77,09/04/2023,Rejected,Gujarat
TXN850014,100058,INV6147,SIP,94641.01,19/12/2023,Pending,Karnataka
TXN722315,100077,INV2445,SIP,1675.62,26/02/2023,,Gujarat
TXN240242,100078,INV8921,Red,48423.0,01/09/2023,Rejected,Tamil Nadu
TXN384406,100043,INV7494,Redemption,66746.9,29/10/2023,Rejected,Maharashtra
TXN139024,100078,INV3580,Lumpsum,7929.84,17/08/2023,,Delhi
TXN469277,100064,INV9148,sip,78604.86,30/06/2023,Rejected,Gujarat
TXN366524,100079,INV3828,Redemption,92546.02,21/08/2023,Rejected,Delhi
TXN804383,100032,INV6330,sip,88780.76,18/06/2023,Rejected,Gujarat
TXN561449,100036,INV5791,Red,17082.36,29/10/2023,,Karnataka
TXN177319,100043,INV4519,LUMP,63984.64,25/11/2023,Rejected,Karnataka
TXN412806,100061,INV3889,Red,49327.39,13/03/2023,Rejected,Tamil Nadu
TXN637709,100078,INV9644,SIP,71999.83,15/09/2023,Rejected,Delhi
TXN207572,100065,INV8962,Lumpsum,25302.51,24/07/2023,,Karnataka
TXN682533,100027,INV8483,Redemption,22495.96,16/11/2023,Rejected,Tamil Nadu
TXN796561,100086,INV4254,Lumpsum,32512.09,23/05/2023,Verified,Maharashtra
TXN880970,100061,INV5277,Lumpsum,53340.03,26/12/2023,,Gujarat
TXN645231,100043,INV8559,sip,17629.35,20/11/2023,Pending,Gujarat
TXN692043,100057,INV1399,SIP,70568.94,29/03/2023,Pending,Gujarat
TXN308517,100030,INV4621,SIP,56768.94,13/05/2023,Verified,Delhi
TXN593359,100068,INV9025,LUMP,33258.18,20/11/2023,,Karnataka
TXN201124,100057,INV6923,SIP,83636.16,23/08/2023,Pending,Gujarat
TXN203602,100068,INV6468,sip,33144.87,07/11/2023,,Gujarat
TXN872587,100034,INV7502,Red,88802.43,09/09/2023,Pending,Delhi
TXN790101,100081,INV3862,LUMP,91822.28,02/06/2023,Pending,Tamil Nadu
TXN215640,100044,INV1965,Red,73615.96,15/01/2023,Verified,Maharashtra
TXN409280,100053,INV5098,Red,62332.56,06/04/2023,Verified,Delhi
TXN953736,100055,INV8044,Lumpsum,76808.38,07/11/2023,Pending,Karnataka
TXN230327,100064,INV1468,Redemption,60440.07,23/07/2023,,Gujarat
TXN740105,100044,INV9045,Lumpsum,55936.16,07/10/2023,Verified,Maharashtra
TXN647365,100065,INV7287,Redemption,-182.32,05/10/2023,Verified,Tamil Nadu
TXN356539,100055,INV9328,sip,41252.72,23/11/2023,Pending,Tamil Nadu
TXN394711,100030,INV1044,Redemption,8800.82,12/12/2023,Pending,Gujarat
TXN734634,100058,INV3054,Lumpsum,85396.1,05/12/2023,Rejected,Gujarat
TXN898167,100036,INV9395,Lumpsum,34519.22,25/08/2023,Rejected,Gujarat
TXN604178,100034,INV9747,sip,66607.21,13/05/2023,Rejected,Maharashtra
TXN331984,100027,INV6165,sip,57485.89,27/09/2023,Rejected,Karnataka
TXN644775,100047,INV6664,SIP,2461.43,30/05/2023,Verified,Delhi
TXN128817,100079,INV6892,sip,44946.85,26/03/2023,Pending,Maharashtra
TXN928712,100060,INV2707,Lumpsum,25933.42,28/05/2023,Rejected,Gujarat
TXN312307,100044,INV2971,LUMP,47725.38,01/03/2023,,Karnataka
TXN685798,100037,INV4496,sip,5019.27,02/01/2023,Rejected,Gujarat
TXN684214,100041,INV1397,sip,59222.14,02/09/2023,,Gujarat
TXN857844,100077,INV4060,SIP,27485.65,11/10/2023,,Karnataka
TXN360330,100086,INV3511,Lumpsum,79555.9,01/11/2023,Rejected,Karnataka
TXN796252,100058,INV3603,Redemption,98871.8,09/02/2023,Pending,Tamil Nadu
TXN124492,100087,INV5207,sip,92581.8,01/01/2023,Rejected,Karnataka
TXN179437,100067,INV8649,Redemption,11624.93,02/06/2023,Verified,Delhi
TXN460914,100044,INV3099,LUMP,25157.06,11/06/2023,,Maharashtra
TXN700317,100046,INV4161,Redemption,41973.21,08/02/2023,Verified,Gujarat
TXN252898,100058,INV6265,Red,28196.37,27/02/2023,Pending,Maharashtra
TXN157374,100043,INV5724,LUMP,90594.65,26/11/2023,,Karnataka
TXN324677,100052,INV7469,Redemption,54150.04,29/08/2023,Verified,Tamil Nadu
TXN171458,100031,INV7125,sip,56073.02,10/02/2023,,Tamil Nadu
TXN141426,100027,INV6036,LUMP,36561.12,28/06/2023,Verified,Delhi
TXN129671,100077,INV8068,Red,82968.72,05/09/2023,Rejected,Gujarat
TXN473942,100043,INV9801,SIP,92847.61,18/08/2023,Rejected,Maharashtra
TXN373725,100066,INV4401,SIP,38989.37,05/08/2023,Pending,Delhi
TXN275113,100034,INV7520,Red,55674.54,16/03/2023,Pending,Karnataka
TXN121893,100033,INV8616,sip,80787.76,13/06/2023,,Maharashtra
TXN224295,100046,INV2591,Lumpsum,98126.03,06/01/2023,,Karnataka
TXN135636,100030,INV5396,sip,81905.96,30/10/2023,,Gujarat
TXN922163,100055,INV8570,Lumpsum,3922.01,20/08/2023,Rejected,Tamil Nadu
TXN745564,100088,INV4131,Red,7562.34,11/01/2023,,Delhi
TXN552182,100049,INV6125,Redemption,31327.11,27/03/2023,Verified,Gujarat
TXN357910,100033,INV8595,sip,8026.19,31/12/2023,,Gujarat
TXN651790,100064,INV7378,sip,46390.65,06/06/2023,Pending,Maharashtra
TXN276651,100038,INV5110,SIP,86563.44,10/10/2023,,Gujarat
TXN526052,100077,INV8117,sip,4854.41,14/11/2023,,Maharashtra
TXN595645,100061,INV8972,sip,15013.2,11/03/2023,,Maharashtra
TXN529455,100047,INV4000,SIP,84667.81,03/04/2023,,Karnataka
TXN838838,100078,INV9455,Lumpsum,24519.19,10/12/2023,Pending,Delhi
TXN856369,100044,INV3183,LUMP,33520.28,12/04/2023,Rejected,Tamil Nadu
TXN851075,100053,INV2724,LUMP,74290.9,18/01/2023,Pending,Tamil Nadu
TXN336533,100058,INV4016,Redemption,45014.98,06/08/2023,Pending,Tamil Nadu
TXN223910,100057,INV6720,Lumpsum,56913.97,22/09/2023,,Karnataka
TXN685489,100053,INV9177,LUMP,15599.98,02/03/2023,Rejected,Maharashtra
TXN183310,100032,INV8401,LUMP,90002.3,03/04/2023,Rejected,Delhi
TXN465176,100065,INV7949,SIP,80594.45,09/05/2023,Verified,Gujarat
TXN547766,100052,INV7197,LUMP,46681.09,08/10/2023,Rejected,Karnataka
TXN564924,100052,INV7200,Red,84386.08,18/06/2023,Verified,Karnataka
TXN393400,100061,INV8481,sip,78114.0,01/10/2023,Rejected,Delhi
TXN855381,100085,INV8814,Red,19411.49,15/02/2023,,Maharashtra
TXN257456,100067,INV1483,LUMP,60422.78,06/01/2023,Verified,Gujarat
TXN818342,100058,INV7144,sip,40602.15,29/05/2023,,Gujarat
TXN185983,100031,INV1844,LUMP,28591.3,16/10/2023,,Maharashtra
TXN822592,100036,INV5527,Red,72423.06,17/09/2023,Verified,Gujarat
TXN713154,100044,INV6335,LUMP,14109.17,23/05/2023,Verified,Gujarat
TXN150813,100034,INV3934,LUMP,83282.21,27/12/2023,Pending,Delhi
TXN887236,100027,INV3511,Lumpsum,53302.76,22/10/2023,Verified,Delhi
TXN316906,100084,INV9478,Red,40036.01,15/11/2023,Pending,Maharashtra
TXN375012,100079,INV9764,sip,76085.25,16/10/2023,Rejected,Karnataka
TXN315991,100033,INV9401,Lumpsum,10835.24,25/11/2023,,Maharashtra
TXN633717,100032,INV5313,Redemption,59968.81,21/09/2023,,Karnataka
TXN509847,100068,INV8007,Redemption,41812.79,30/08/2023,Rejected,Maharashtra
TXN407149,100065,INV9323,SIP,79573.51,25/10/2023,Verified,Maharashtra
TXN219009,100044,INV2381,SIP,9703.94,18/10/2023,Rejected,Maharashtra
TXN292163,100064,INV1786,Redemption,26072.54,03/04/2023,Rejected,Gujarat
TXN942784,100043,INV8229,Redemption,49177.8,24/08/2023,Verified,Maharashtra
TXN607644,100036,INV8610,SIP,60783.73,07/01/2023,Verified,Karnataka
TXN921612,100065,INV7216,LUMP,49930.87,09/09/2023,Verified,Delhi
TXN520013,100079,INV2372,SIP,54140.22,08/02/2023,Pending,Delhi
TXN744468,100057,INV4225,Red,77314.99,24/05/2023,Rejected,Delhi
TXN293265,100038,INV6120,LUMP,10301.36,02/08/2023,,Gujarat
TXN135288,100044,INV1988,LUMP,35732.41,15/08/2023,Verified,Gujarat
TXN334900,100030,INV4970,Redemption,82677.62,28/05/2023,Rejected,Karnataka
TXN632492,100047,INV2413,LUMP,86025.44,27/08/2023,Pending,Gujarat
TXN321069,100032,INV8788,Red,40570.97,17/03/2023,Pending,Maharashtra
TXN396010,100048,INV1605,Lumpsum,75651.74,12/09/2023,Pending,Karnataka
TXN255022,100049,INV6601,SIP,91062.67,27/07/2023,Pending,Maharashtra
TXN861093,100084,INV5216,LUMP,71348.09,09/11/2023,Rejected,Tamil Nadu
TXN765406,100030,INV9526,LUMP,-2898.63,01/03/2023,,Tamil Nadu
TXN159301,100031,INV1661,Redemption,90777.34,03/12/2023,,Gujarat
TXN205645,100032,INV8680,Redemption,90551.45,09/07/2023,Verified,Maharashtra
TXN294672,100027,INV6874,LUMP,-3021.04,24/09/2023,Rejected,Gujarat
TXN782379,100034,INV6883,sip,77229.23,28/07/2023,Verified,Karnataka
TXN766847,100067,INV6299,Lumpsum,83149.1,18/12/2023,Verified,Maharashtra
TXN862215,100047,INV1475,Red,40050.81,19/02/2023,Rejected,Maharashtra
TXN854586,100032,INV5522,Red,53253.95,25/08/2023,,Karnataka
TXN594990,100053,INV3048,Lumpsum,71366.17,02/06/2023,Pending,Gujarat
TXN236042,100031,INV3946,SIP,1299.98,01/03/2023,Rejected,Tamil Nadu
TXN937392,100029,INV4265,Redemption,11405.47,26/06/2023,Verified,Karnataka
TXN330277,100057,INV3854,LUMP,34228.01,17/03/2023,Verified,Maharashtra
TXN920514,100081,INV4585,Red,58614.55,04/06/2023,Rejected,Delhi
TXN873071,100088,INV8594,Redemption,35337.94,21/10/2023,Pending,Karnataka
TXN544720,100086,INV6228,Lumpsum,-4038.89,26/05/2023,,Maharashtra
TXN305161,100086,INV5858,LUMP,88324.9,12/10/2023,Verified,Karnataka
TXN644731,100085,INV4037,SIP,71868.31,12/12/2023,Pending,Karnataka
TXN977508,100052,INV6892,Red,95252.07,25/06/2023,Rejected,Maharashtra
TXN875812,100069,INV4882,Red,1053.9,24/11/2023,,Tamil Nadu
TXN890032,100035,INV3647,SIP,8300.67,17/03/2023,Pending,Tamil Nadu
TXN888514,100069,INV4640,SIP,29188.32,02/10/2023,,Maharashtra
TXN975693,100041,INV5790,sip,-2974.86,04/06/2023,,Karnataka
TXN569360,100066,INV6714,sip,89787.3,11/12/2023,Rejected,Maharashtra
TXN581926,100049,INV7237,Redemption,25509.99,13/01/2023,,Karnataka
TXN560730,100054,INV3471,Redemption,47753.86,30/01/2023,,Gujarat
TXN955837,100068,INV4852,Redemption,34490.09,18/07/2023,Pending,Maharashtra
TXN460384,100030,INV7193,sip,33805.57,04/12/2023,Verified,Karnataka
TXN290355,100035,INV8178,Redemption,7659.79,08/10/2023,Rejected,Gujarat
TXN404471,100047,INV8132,SIP,44175.31,18/08/2023,Rejected,Delhi
TXN149582,100061,INV2557,SIP,88301.25,11/12/2023,,Gujarat
TXN907209,100035,INV7434,sip,11240.7,02/06/2023,Rejected,Karnataka
TXN468664,100079,INV5562,Lumpsum,70113.7,05/12/2023,Pending,Karnataka
TXN868946,100048,INV8862,SIP,86667.14,09/11/2023,Rejected,Tamil Nadu
TXN877955,100055,INV6621,Lumpsum,98831.76,04/02/2023,,Karnataka
TXN717472,100033,INV7101,sip,80242.98,02/05/2023,Rejected,Maharashtra
TXN550903,100066,INV4531,sip,13718.07,16/03/2023,Pending,Karnataka
TXN809933,100032,INV5295,Lumpsum,38347.8,16/12/2023,Pending,Gujarat
TXN966779,100067,INV3540,sip,43366.64,01/11/2023,,Maharashtra
TXN912688,100056,INV7334,SIP,56941.82,08/02/2023,Rejected,Gujarat
TXN767285,100033,INV3229,SIP,28331.27,18/06/2023,Verified,Karnataka
TXN436787,100030,INV6555,Lumpsum,94302.12,28/07/2023,Verified,Delhi
TXN959441,100028,INV4912,Redemption,78776.8,08/12/2023,,Karnataka
TXN699992,100080,INV4004,Lumpsum,85099.26,22/03/2023,Verified,Delhi
TXN350089,100030,INV7589,sip,70029.97,01/03/2023,Pending,Maharashtra
TXN473088,100088,INV4268,Lumpsum,39541.91,16/01/2023,,Delhi
TXN646734,100035,INV5177,Red,96378.25,20/02/2023,,Delhi
TXN881970,100081,INV2753,Redemption,93117.55,11/06/2023,Pending,Karnataka
TXN434960,100035,INV8821,sip,9070.54,15/03/2023,Pending,Karnataka
TXN359571,100079,INV3508,SIP,17434.02,24/03/2023,Pending,Maharashtra
TXN903694,100051,INV2066,Lumpsum,75790.35,12/08/2023,,Tamil Nadu
TXN285904,100031,INV4885,SIP,74267.2,24/02/2023,Pending,Karnataka
TXN821323,100080,INV1892,LUMP,54137.35,25/11/2023,Rejected,Tamil Nadu
TXN384203,100088,INV7336,LUMP,28262.27,24/07/2023,,Delhi
TXN864951,100054,INV6576,Red,59927.65,23/04/2023,Pending,Karnataka
TXN535458,100079,INV3540,Lumpsum,46391.69,26/03/2023,Rejected,Maharashtra
TXN141327,100056,INV7936,LUMP,3385.55,15/01/2023,Rejected,Gujarat
TXN941374,100030,INV3875,Red,50093.96,25/07/2023,Rejected,Karnataka
TXN259560,100059,INV3931,SIP,83264.47,27/05/2023,Pending,Delhi
TXN704697,100067,INV7950,sip,31117.42,21/05/2023,,Karnataka
TXN951717,100042,INV1138,Lumpsum,45141.0,01/11/2023,Pending,Gujarat
TXN586486,100032,INV8237,Red,57964.93,09/10/2023,Verified,Tamil Nadu
TXN953091,100041,INV9713,Red,87423.5,14/08/2023,Pending,Tamil Nadu
TXN172902,100068,INV6664,SIP,98645.24,13/04/2023,Rejected,Tamil Nadu
TXN828414,100035,INV5844,LUMP,74037.91,23/12/2023,,Tamil Nadu
TXN219605,100052,INV6703,Lumpsum,77100.29,04/07/2023,Rejected,Maharashtra
TXN589900,100058,INV8460,Redemption,78192.28,25/06/2023,Rejected,Delhi
TXN229629,100030,INV9480,LUMP,46599.7,15/02/2023,Pending,Karnataka
TXN674945,100043,INV5204,Red,27179.26,26/02/2023,Verified,Tamil Nadu
TXN696775,100079,INV2512,Red,95849.57,11/08/2023,Pending,Maharashtra
TXN580101,100049,INV4684,SIP,86749.34,19/12/2023,Rejected,Tamil Nadu
TXN213280,100068,INV1830,sip,21657.16,22/05/2023,Verified,Karnataka
TXN225418,100035,INV6796,SIP,87555.47,05/01/2023,Rejected,Karnataka
TXN448696,100048,INV5981,Redemption,11748.97,22/07/2023,Rejected,Maharashtra
TXN239262,100044,INV2141,Red,41156.16,07/06/2023,Pending,Gujarat
TXN684228,100084,INV7773,Red,58746.03,03/02/2023,Rejected,Gujarat
TXN438549,100082,INV1503,Redemption,81189.66,21/06/2023,Pending,Maharashtra
TXN573778,100041,INV4578,Lumpsum,81350.63,14/05/2023,,Delhi
TXN238768,100064,INV7408,LUMP,60851.88,18/06/2023,Pending,Karnataka
TXN725258,100043,INV9938,LUMP,18493.84,03/12/2023,Pending,Maharashtra
TXN985771,100029,INV2979,Redemption,16231.51,08/04/2023,,Karnataka
TXN793171,100064,INV8446,Lumpsum,25574.43,26/06/2023,,Karnataka
TXN290276,100031,INV8158,Red,53549.4,07/12/2023,,Delhi
TXN563353,100060,INV2376,SIP,85496.35,06/11/2023,Verified,Karnataka
TXN420726,100087,INV8588,SIP,26488.88,03/02/2023,Pending,Delhi
TXN899376,100088,INV4807,Red,6081.0,12/06/2023,Verified,Delhi
TXN455833,100057,INV8195,Redemption,2507.16,02/09/2023,,Gujarat
TXN271586,100042,INV8125,sip,33444.94,23/07/2023,Verified,Tamil Nadu
TXN165195,100055,INV4359,sip,-1864.42,09/02/2023,Verified,Tamil Nadu
TXN510857,100031,INV5062,SIP,39298.69,03/06/2023,Verified,Delhi
TXN911754,100043,INV1154,Red,1270.03,09/02/2023,Verified,Karnataka
TXN743606,100079,INV6043,Redemption,53109.07,09/02/2023,Verified,Maharashtra
TXN256796,100044,INV8297,Lumpsum,72990.96,17/06/2023,Verified,Tamil Nadu
TXN336254,100062,INV6031,SIP,42710.22,11/10/2023,Rejected,Gujarat
TXN321310,100077,INV2750,Lumpsum,48335.21,30/12/2023,Verified,Delhi
TXN111114,100036,INV3731,Redemption,79166.52,02/08/2023,Rejected,Karnataka
TXN140012,100046,INV1729,Red,41054.85,15/10/2023,Rejected,Gujarat
TXN573124,100030,INV9437,SIP,86471.53,15/07/2023,,Tamil Nadu
TXN261644,100051,INV6006,sip,25630.0,08/02/2023,Verified,Tamil Nadu
TXN365551,100081,INV3496,Red,3221.13,26/01/2023,,Tamil Nadu
TXN642234,100063,INV8463,SIP,34377.14,19/02/2023,Pending,Karnataka
TXN407999,100077,INV7103,Lumpsum,86028.19,13/09/2023,,Karnataka
TXN596662,100031,INV5356,SIP,31344.0,02/06/2023,Verified,Maharashtra
TXN695799,100062,INV1859,sip,46608.43,07/07/2023,,Gujarat
TXN423376,100087,INV5680,LUMP,87850.26,29/04/2023,Verified,Delhi
TXN348405,100047,INV3682,SIP,12844.95,03/08/2023,,Gujarat
TXN937591,100048,INV8390,sip,40014.5,30/07/2023,Pending,Maharashtra
TXN344771,100065,INV3897,Redemption,27421.4,18/09/2023,Verified,Maharashtra
TXN724877,100085,INV1302,SIP,16249.44,23/10/2023,Pending,Delhi
TXN459722,100085,INV2530,LUMP,72993.75,26/12/2023,,Karnataka
TXN195384,100033,INV8421,Red,28560.93,25/01/2023,Rejected,Gujarat
TXN688069,100044,INV7435,LUMP,20749.32,04/09/2023,Pending,Tamil Nadu
TXN239000,100082,INV5701,Redemption,47626.95,23/08/2023,,Maharashtra
TXN807559,100067,INV1170,SIP,95555.18,28/08/2023,Verified,Delhi
TXN235058,100054,INV7324,Red,67758.58,27/05/2023,Pending,Maharashtra
TXN485505,100037,INV8889,sip,4019.06,28/03/2023,Verified,Maharashtra
TXN141469,100063,INV5956,LUMP,35475.58,03/06/2023,Verified,Gujarat
TXN404749,100057,INV1709,Redemption,71883.97,16/09/2023,Rejected,Gujarat
TXN353361,100043,INV7998,Red,19808.26,09/11/2023,,Gujarat
TXN949783,100078,INV1201,Lumpsum,73494.15,25/05/2023,Rejected,Delhi
TXN194808,100047,INV6757,Redemption,98624.65,23/03/2023,Rejected,Maharashtra
